2022-05-24 22:02:43,353 [trainer.py] => config: exps/podnet.json
2022-05-24 22:02:43,354 [trainer.py] => prefix: reproduce
2022-05-24 22:02:43,354 [trainer.py] => dataset: cifar100
2022-05-24 22:02:43,354 [trainer.py] => memory_size: 2000
2022-05-24 22:02:43,354 [trainer.py] => memory_per_class: 20
2022-05-24 22:02:43,354 [trainer.py] => fixed_memory: False
2022-05-24 22:02:43,354 [trainer.py] => shuffle: True
2022-05-24 22:02:43,354 [trainer.py] => init_cls: 10
2022-05-24 22:02:43,354 [trainer.py] => increment: 10
2022-05-24 22:02:43,354 [trainer.py] => model_name: podnet
2022-05-24 22:02:43,354 [trainer.py] => convnet_type: cosine_resnet32
2022-05-24 22:02:43,354 [trainer.py] => device: [device(type='cuda', index=1)]
2022-05-24 22:02:43,354 [trainer.py] => seed: 1993
2022-05-24 22:02:45,457 [data_manager.py] => class order: [68, 56, 78, 8, 23, 84, 90, 65, 74, 76, 40, 89, 3, 92, 55, 9, 26, 80, 43, 38, 58, 70, 77, 1, 85, 19, 17, 50, 28, 53, 13, 81, 45, 82, 6, 59, 83, 16, 15, 44, 91, 41, 72, 60, 79, 52, 20, 10, 31, 54, 37, 95, 14, 71, 96, 98, 97, 2, 64, 66, 42, 22, 35, 86, 24, 34, 87, 21, 99, 0, 88, 27, 18, 94, 11, 12, 47, 25, 30, 46, 62, 69, 36, 61, 7, 63, 75, 5, 32, 4, 51, 48, 73, 93, 39, 67, 29, 49, 57, 33]
2022-05-24 22:02:45,894 [trainer.py] => All params: 466256
2022-05-24 22:02:45,895 [trainer.py] => Trainable params: 466256
2022-05-24 22:02:45,896 [podnet.py] => Learning on 0-10
2022-05-24 22:02:45,908 [podnet.py] => Adaptive factor: 0
2022-05-24 22:02:51,404 [podnet.py] => Task 0, Epoch 1/160 (LR 0.09999) => LSC_loss 2.30, Spatial_loss 0.00, Flat_loss 0.00, Train_acc 14.30, Test_acc 23.70
2022-05-24 22:29:19,107 [podnet.py] => Task 2, Epoch 16/160 (LR 0.09755) => LSC_loss 0.70, Spatial_loss 1.54, Flat_loss 0.21, Train_acc 80.16, Test_acc 60.07
2022-05-24 22:29:25,003 [podnet.py] => Task 2, Epoch 17/160 (LR 0.09724) => LSC_loss 0.70, Spatial_loss 1.56, Flat_loss 0.21, Train_acc 80.23, Test_acc 55.67
2022-05-24 22:29:31,334 [podnet.py] => Task 2, Epoch 18/160 (LR 0.09691) => LSC_loss 0.69, Spatial_loss 1.53, Flat_loss 0.21, Train_acc 80.00, Test_acc 55.23
2022-05-24 22:29:37,467 [podnet.py] => Task 2, Epoch 19/160 (LR 0.09656) => LSC_loss 0.65, Spatial_loss 1.51, Flat_loss 0.21, Train_acc 81.64, Test_acc 54.60
2022-05-24 22:29:43,283 [podnet.py] => Task 2, Epoch 20/160 (LR 0.09619) => LSC_loss 0.64, Spatial_loss 1.50, Flat_loss 0.21, Train_acc 81.90, Test_acc 57.63
2022-05-24 22:29:49,316 [podnet.py] => Task 2, Epoch 21/160 (LR 0.09581) => LSC_loss 0.62, Spatial_loss 1.50, Flat_loss 0.20, Train_acc 82.36, Test_acc 55.60
2022-05-24 22:29:55,335 [podnet.py] => Task 2, Epoch 22/160 (LR 0.09541) => LSC_loss 0.61, Spatial_loss 1.51, Flat_loss 0.21, Train_acc 82.59, Test_acc 53.80
2022-05-24 22:30:01,674 [podnet.py] => Task 2, Epoch 23/160 (LR 0.09499) => LSC_loss 0.65, Spatial_loss 1.53, Flat_loss 0.21, Train_acc 81.47, Test_acc 54.77
2022-05-24 22:30:07,913 [podnet.py] => Task 2, Epoch 24/160 (LR 0.09455) => LSC_loss 0.62, Spatial_loss 1.53, Flat_loss 0.21, Train_acc 82.29, Test_acc 53.43
2022-05-24 22:30:14,118 [podnet.py] => Task 2, Epoch 25/160 (LR 0.09410) => LSC_loss 0.57, Spatial_loss 1.48, Flat_loss 0.20, Train_acc 84.10, Test_acc 58.47
2022-05-24 22:30:20,164 [podnet.py] => Task 2, Epoch 26/160 (LR 0.09362) => LSC_loss 0.58, Spatial_loss 1.49, Flat_loss 0.21, Train_acc 84.04, Test_acc 57.93
2022-05-24 22:30:25,743 [podnet.py] => Task 2, Epoch 27/160 (LR 0.09314) => LSC_loss 0.56, Spatial_loss 1.48, Flat_loss 0.21, Train_acc 84.37, Test_acc 51.90
2022-05-24 22:30:31,823 [podnet.py] => Task 2, Epoch 28/160 (LR 0.09263) => LSC_loss 0.55, Spatial_loss 1.47, Flat_loss 0.20, Train_acc 84.41, Test_acc 57.27
2022-05-24 22:30:38,096 [podnet.py] => Task 2, Epoch 29/160 (LR 0.09211) => LSC_loss 0.55, Spatial_loss 1.49, Flat_loss 0.21, Train_acc 84.46, Test_acc 54.70
2022-05-24 22:30:44,225 [podnet.py] => Task 2, Epoch 30/160 (LR 0.09157) => LSC_loss 0.54, Spatial_loss 1.47, Flat_loss 0.21, Train_acc 84.93, Test_acc 56.53
2022-05-24 22:30:50,382 [podnet.py] => Task 2, Epoch 31/160 (LR 0.09102) => LSC_loss 0.52, Spatial_loss 1.47, Flat_loss 0.21, Train_acc 85.33, Test_acc 57.03
2022-05-24 22:30:56,293 [podnet.py] => Task 2, Epoch 32/160 (LR 0.09045) => LSC_loss 0.54, Spatial_loss 1.45, Flat_loss 0.21, Train_acc 84.49, Test_acc 56.30
2022-05-24 22:31:01,857 [podnet.py] => Task 2, Epoch 33/160 (LR 0.08987) => LSC_loss 0.51, Spatial_loss 1.48, Flat_loss 0.21, Train_acc 85.49, Test_acc 58.17
2022-05-24 22:31:08,032 [podnet.py] => Task 2, Epoch 34/160 (LR 0.08927) => LSC_loss 0.52, Spatial_loss 1.48, Flat_loss 0.21, Train_acc 85.19, Test_acc 55.80
2022-05-24 22:31:14,150 [podnet.py] => Task 2, Epoch 35/160 (LR 0.08865) => LSC_loss 0.51, Spatial_loss 1.47, Flat_loss 0.21, Train_acc 85.77, Test_acc 58.43
2022-05-24 22:31:20,040 [podnet.py] => Task 2, Epoch 36/160 (LR 0.08802) => LSC_loss 0.52, Spatial_loss 1.49, Flat_loss 0.21, Train_acc 85.53, Test_acc 54.27
2022-05-24 22:31:25,848 [podnet.py] => Task 2, Epoch 37/160 (LR 0.08738) => LSC_loss 0.49, Spatial_loss 1.50, Flat_loss 0.21, Train_acc 87.07, Test_acc 57.83
2022-05-24 22:31:31,813 [podnet.py] => Task 2, Epoch 38/160 (LR 0.08672) => LSC_loss 0.46, Spatial_loss 1.45, Flat_loss 0.20, Train_acc 87.17, Test_acc 57.77
2022-05-24 22:31:37,669 [podnet.py] => Task 2, Epoch 39/160 (LR 0.08604) => LSC_loss 0.50, Spatial_loss 1.47, Flat_loss 0.21, Train_acc 86.30, Test_acc 55.60
2022-05-24 22:31:43,845 [podnet.py] => Task 2, Epoch 40/160 (LR 0.08536) => LSC_loss 0.48, Spatial_loss 1.45, Flat_loss 0.21, Train_acc 86.64, Test_acc 58.87
2022-05-24 22:31:50,155 [podnet.py] => Task 2, Epoch 41/160 (LR 0.08465) => LSC_loss 0.46, Spatial_loss 1.46, Flat_loss 0.21, Train_acc 87.00, Test_acc 58.93
2022-05-24 22:31:56,151 [podnet.py] => Task 2, Epoch 42/160 (LR 0.08394) => LSC_loss 0.45, Spatial_loss 1.43, Flat_loss 0.20, Train_acc 87.96, Test_acc 51.87
2022-05-24 22:32:02,020 [podnet.py] => Task 2, Epoch 43/160 (LR 0.08321) => LSC_loss 0.43, Spatial_loss 1.41, Flat_loss 0.20, Train_acc 88.26, Test_acc 55.70
2022-05-24 22:32:07,574 [podnet.py] => Task 2, Epoch 44/160 (LR 0.08247) => LSC_loss 0.46, Spatial_loss 1.44, Flat_loss 0.21, Train_acc 87.16, Test_acc 59.00
2022-05-24 22:32:13,612 [podnet.py] => Task 2, Epoch 45/160 (LR 0.08172) => LSC_loss 0.44, Spatial_loss 1.41, Flat_loss 0.20, Train_acc 88.10, Test_acc 58.30
2022-05-24 22:32:19,776 [podnet.py] => Task 2, Epoch 46/160 (LR 0.08095) => LSC_loss 0.45, Spatial_loss 1.43, Flat_loss 0.20, Train_acc 87.57, Test_acc 53.87
2022-05-24 22:32:25,711 [podnet.py] => Task 2, Epoch 47/160 (LR 0.08018) => LSC_loss 0.41, Spatial_loss 1.42, Flat_loss 0.20, Train_acc 88.69, Test_acc 59.47
2022-05-24 22:32:31,663 [podnet.py] => Task 2, Epoch 48/160 (LR 0.07939) => LSC_loss 0.41, Spatial_loss 1.41, Flat_loss 0.20, Train_acc 88.64, Test_acc 57.63
2022-05-24 22:32:37,632 [podnet.py] => Task 2, Epoch 49/160 (LR 0.07859) => LSC_loss 0.42, Spatial_loss 1.40, Flat_loss 0.20, Train_acc 88.24, Test_acc 56.70
2022-05-24 22:32:43,248 [podnet.py] => Task 2, Epoch 50/160 (LR 0.07778) => LSC_loss 0.40, Spatial_loss 1.41, Flat_loss 0.21, Train_acc 89.14, Test_acc 60.20
2022-05-24 22:32:49,421 [podnet.py] => Task 2, Epoch 51/160 (LR 0.07696) => LSC_loss 0.40, Spatial_loss 1.41, Flat_loss 0.20, Train_acc 88.99, Test_acc 59.20
2022-05-24 22:32:55,529 [podnet.py] => Task 2, Epoch 52/160 (LR 0.07612) => LSC_loss 0.45, Spatial_loss 1.48, Flat_loss 0.21, Train_acc 87.43, Test_acc 55.87
2022-05-24 22:33:01,723 [podnet.py] => Task 2, Epoch 53/160 (LR 0.07528) => LSC_loss 0.40, Spatial_loss 1.43, Flat_loss 0.20, Train_acc 89.37, Test_acc 55.23
2022-05-24 22:33:07,638 [podnet.py] => Task 2, Epoch 54/160 (LR 0.07443) => LSC_loss 0.37, Spatial_loss 1.38, Flat_loss 0.20, Train_acc 89.93, Test_acc 53.07
2022-05-24 22:33:13,196 [podnet.py] => Task 2, Epoch 55/160 (LR 0.07357) => LSC_loss 0.38, Spatial_loss 1.40, Flat_loss 0.20, Train_acc 89.91, Test_acc 57.40
2022-05-24 22:33:19,142 [podnet.py] => Task 2, Epoch 56/160 (LR 0.07270) => LSC_loss 0.37, Spatial_loss 1.37, Flat_loss 0.20, Train_acc 90.03, Test_acc 58.60
2022-05-24 22:33:25,120 [podnet.py] => Task 2, Epoch 57/160 (LR 0.07182) => LSC_loss 0.38, Spatial_loss 1.40, Flat_loss 0.20, Train_acc 89.89, Test_acc 58.33
2022-05-24 22:33:31,126 [podnet.py] => Task 2, Epoch 58/160 (LR 0.07093) => LSC_loss 0.37, Spatial_loss 1.34, Flat_loss 0.20, Train_acc 90.23, Test_acc 59.17
2022-05-24 22:33:37,341 [podnet.py] => Task 2, Epoch 59/160 (LR 0.07004) => LSC_loss 0.38, Spatial_loss 1.36, Flat_loss 0.20, Train_acc 89.77, Test_acc 59.20
2022-05-24 22:33:43,302 [podnet.py] => Task 2, Epoch 60/160 (LR 0.06913) => LSC_loss 0.38, Spatial_loss 1.38, Flat_loss 0.20, Train_acc 89.51, Test_acc 61.67
2022-05-24 22:33:48,926 [podnet.py] => Task 2, Epoch 61/160 (LR 0.06822) => LSC_loss 0.38, Spatial_loss 1.37, Flat_loss 0.20, Train_acc 89.59, Test_acc 55.60
2022-05-24 22:33:54,687 [podnet.py] => Task 2, Epoch 62/160 (LR 0.06731) => LSC_loss 0.36, Spatial_loss 1.34, Flat_loss 0.20, Train_acc 90.84, Test_acc 60.80
2022-05-24 22:34:00,773 [podnet.py] => Task 2, Epoch 63/160 (LR 0.06638) => LSC_loss 0.34, Spatial_loss 1.34, Flat_loss 0.20, Train_acc 91.53, Test_acc 57.93
2022-05-24 22:34:07,167 [podnet.py] => Task 2, Epoch 64/160 (LR 0.06545) => LSC_loss 0.34, Spatial_loss 1.34, Flat_loss 0.20, Train_acc 91.04, Test_acc 58.23
2022-05-24 22:34:13,142 [podnet.py] => Task 2, Epoch 65/160 (LR 0.06451) => LSC_loss 0.36, Spatial_loss 1.38, Flat_loss 0.20, Train_acc 90.36, Test_acc 59.43
2022-05-24 22:34:18,491 [podnet.py] => Task 2, Epoch 66/160 (LR 0.06357) => LSC_loss 0.35, Spatial_loss 1.36, Flat_loss 0.20, Train_acc 90.67, Test_acc 60.33
2022-05-24 22:34:24,690 [podnet.py] => Task 2, Epoch 67/160 (LR 0.06262) => LSC_loss 0.34, Spatial_loss 1.33, Flat_loss 0.19, Train_acc 90.91, Test_acc 58.17
2022-05-24 22:34:30,994 [podnet.py] => Task 2, Epoch 68/160 (LR 0.06167) => LSC_loss 0.32, Spatial_loss 1.31, Flat_loss 0.19, Train_acc 91.59, Test_acc 58.17
2022-05-24 22:34:36,933 [podnet.py] => Task 2, Epoch 69/160 (LR 0.06072) => LSC_loss 0.33, Spatial_loss 1.35, Flat_loss 0.20, Train_acc 91.56, Test_acc 58.97
2022-05-24 22:34:43,083 [podnet.py] => Task 2, Epoch 70/160 (LR 0.05975) => LSC_loss 0.33, Spatial_loss 1.32, Flat_loss 0.19, Train_acc 91.50, Test_acc 59.67
2022-05-24 22:34:48,842 [podnet.py] => Task 2, Epoch 71/160 (LR 0.05879) => LSC_loss 0.32, Spatial_loss 1.30, Flat_loss 0.20, Train_acc 91.86, Test_acc 61.00
2022-05-24 22:34:54,523 [podnet.py] => Task 2, Epoch 72/160 (LR 0.05782) => LSC_loss 0.30, Spatial_loss 1.29, Flat_loss 0.19, Train_acc 92.60, Test_acc 54.70
2022-05-24 22:35:00,787 [podnet.py] => Task 2, Epoch 73/160 (LR 0.05685) => LSC_loss 0.31, Spatial_loss 1.30, Flat_loss 0.19, Train_acc 91.84, Test_acc 54.87
2022-05-24 22:35:06,836 [podnet.py] => Task 2, Epoch 74/160 (LR 0.05588) => LSC_loss 0.31, Spatial_loss 1.28, Flat_loss 0.19, Train_acc 92.46, Test_acc 59.33
2022-05-24 22:35:13,063 [podnet.py] => Task 2, Epoch 75/160 (LR 0.05490) => LSC_loss 0.32, Spatial_loss 1.31, Flat_loss 0.19, Train_acc 91.39, Test_acc 59.67
2022-05-24 22:35:19,199 [podnet.py] => Task 2, Epoch 76/160 (LR 0.05392) => LSC_loss 0.29, Spatial_loss 1.28, Flat_loss 0.19, Train_acc 92.91, Test_acc 59.13
2022-05-24 22:35:24,824 [podnet.py] => Task 2, Epoch 77/160 (LR 0.05294) => LSC_loss 0.31, Spatial_loss 1.28, Flat_loss 0.19, Train_acc 91.93, Test_acc 59.37
2022-05-24 22:35:30,579 [podnet.py] => Task 2, Epoch 78/160 (LR 0.05196) => LSC_loss 0.28, Spatial_loss 1.26, Flat_loss 0.19, Train_acc 92.89, Test_acc 57.40
2022-05-24 22:35:36,744 [podnet.py] => Task 2, Epoch 79/160 (LR 0.05098) => LSC_loss 0.27, Spatial_loss 1.23, Flat_loss 0.19, Train_acc 93.70, Test_acc 60.87
2022-05-24 22:35:42,711 [podnet.py] => Task 2, Epoch 80/160 (LR 0.05000) => LSC_loss 0.27, Spatial_loss 1.24, Flat_loss 0.19, Train_acc 93.46, Test_acc 62.13
2022-05-24 22:35:48,912 [podnet.py] => Task 2, Epoch 81/160 (LR 0.04902) => LSC_loss 0.29, Spatial_loss 1.22, Flat_loss 0.18, Train_acc 93.01, Test_acc 58.63
2022-05-24 22:35:54,791 [podnet.py] => Task 2, Epoch 82/160 (LR 0.04804) => LSC_loss 0.27, Spatial_loss 1.24, Flat_loss 0.18, Train_acc 93.27, Test_acc 59.10
2022-05-24 22:36:00,428 [podnet.py] => Task 2, Epoch 83/160 (LR 0.04706) => LSC_loss 0.25, Spatial_loss 1.22, Flat_loss 0.18, Train_acc 94.16, Test_acc 61.17
2022-05-24 22:36:06,427 [podnet.py] => Task 2, Epoch 84/160 (LR 0.04608) => LSC_loss 0.25, Spatial_loss 1.22, Flat_loss 0.18, Train_acc 93.87, Test_acc 59.77
2022-05-24 22:36:12,722 [podnet.py] => Task 2, Epoch 85/160 (LR 0.04510) => LSC_loss 0.24, Spatial_loss 1.17, Flat_loss 0.18, Train_acc 94.59, Test_acc 62.83
2022-05-24 22:36:18,962 [podnet.py] => Task 2, Epoch 86/160 (LR 0.04412) => LSC_loss 0.24, Spatial_loss 1.18, Flat_loss 0.18, Train_acc 94.54, Test_acc 61.03
2022-05-24 22:36:25,249 [podnet.py] => Task 2, Epoch 87/160 (LR 0.04315) => LSC_loss 0.26, Spatial_loss 1.20, Flat_loss 0.19, Train_acc 93.69, Test_acc 60.23
2022-05-24 22:36:31,322 [podnet.py] => Task 2, Epoch 88/160 (LR 0.04218) => LSC_loss 0.24, Spatial_loss 1.18, Flat_loss 0.18, Train_acc 94.61, Test_acc 59.53
2022-05-24 22:36:37,150 [podnet.py] => Task 2, Epoch 89/160 (LR 0.04121) => LSC_loss 0.24, Spatial_loss 1.17, Flat_loss 0.18, Train_acc 94.33, Test_acc 60.00
2022-05-24 22:36:43,014 [podnet.py] => Task 2, Epoch 90/160 (LR 0.04025) => LSC_loss 0.24, Spatial_loss 1.18, Flat_loss 0.18, Train_acc 94.14, Test_acc 62.00
2022-05-24 22:36:48,927 [podnet.py] => Task 2, Epoch 91/160 (LR 0.03928) => LSC_loss 0.24, Spatial_loss 1.16, Flat_loss 0.18, Train_acc 94.30, Test_acc 63.27
2022-05-24 22:36:55,004 [podnet.py] => Task 2, Epoch 92/160 (LR 0.03833) => LSC_loss 0.23, Spatial_loss 1.15, Flat_loss 0.18, Train_acc 94.56, Test_acc 61.63
2022-05-24 22:37:01,555 [podnet.py] => Task 2, Epoch 93/160 (LR 0.03738) => LSC_loss 0.22, Spatial_loss 1.14, Flat_loss 0.18, Train_acc 95.36, Test_acc 61.23
2022-05-24 22:37:07,862 [podnet.py] => Task 2, Epoch 94/160 (LR 0.03643) => LSC_loss 0.21, Spatial_loss 1.12, Flat_loss 0.17, Train_acc 95.76, Test_acc 61.53
2022-05-24 22:37:14,268 [podnet.py] => Task 2, Epoch 95/160 (LR 0.03549) => LSC_loss 0.21, Spatial_loss 1.11, Flat_loss 0.17, Train_acc 95.59, Test_acc 62.90
2022-05-24 22:37:20,408 [podnet.py] => Task 2, Epoch 96/160 (LR 0.03455) => LSC_loss 0.21, Spatial_loss 1.11, Flat_loss 0.17, Train_acc 95.21, Test_acc 60.93
2022-05-24 22:37:26,716 [podnet.py] => Task 2, Epoch 97/160 (LR 0.03362) => LSC_loss 0.21, Spatial_loss 1.12, Flat_loss 0.17, Train_acc 95.50, Test_acc 60.77
2022-05-24 22:37:32,839 [podnet.py] => Task 2, Epoch 98/160 (LR 0.03269) => LSC_loss 0.19, Spatial_loss 1.07, Flat_loss 0.17, Train_acc 96.23, Test_acc 63.27
2022-05-24 22:37:38,606 [podnet.py] => Task 2, Epoch 99/160 (LR 0.03178) => LSC_loss 0.20, Spatial_loss 1.09, Flat_loss 0.17, Train_acc 95.89, Test_acc 62.00
2022-05-24 22:37:44,693 [podnet.py] => Task 2, Epoch 100/160 (LR 0.03087) => LSC_loss 0.20, Spatial_loss 1.11, Flat_loss 0.17, Train_acc 95.84, Test_acc 63.17
2022-05-24 22:37:50,569 [podnet.py] => Task 2, Epoch 101/160 (LR 0.02996) => LSC_loss 0.21, Spatial_loss 1.10, Flat_loss 0.17, Train_acc 95.63, Test_acc 63.77
2022-05-24 22:37:56,717 [podnet.py] => Task 2, Epoch 102/160 (LR 0.02907) => LSC_loss 0.18, Spatial_loss 1.07, Flat_loss 0.17, Train_acc 96.57, Test_acc 61.77
2022-05-24 22:38:02,885 [podnet.py] => Task 2, Epoch 103/160 (LR 0.02818) => LSC_loss 0.18, Spatial_loss 1.06, Flat_loss 0.17, Train_acc 96.61, Test_acc 61.50
2022-05-24 22:38:08,913 [podnet.py] => Task 2, Epoch 104/160 (LR 0.02730) => LSC_loss 0.18, Spatial_loss 1.04, Flat_loss 0.17, Train_acc 96.79, Test_acc 62.60
2022-05-24 22:38:14,871 [podnet.py] => Task 2, Epoch 105/160 (LR 0.02643) => LSC_loss 0.18, Spatial_loss 1.03, Flat_loss 0.16, Train_acc 96.61, Test_acc 58.43
2022-05-24 22:38:20,702 [podnet.py] => Task 2, Epoch 106/160 (LR 0.02557) => LSC_loss 0.18, Spatial_loss 1.06, Flat_loss 0.17, Train_acc 96.39, Test_acc 61.27
2022-05-24 22:38:26,489 [podnet.py] => Task 2, Epoch 107/160 (LR 0.02472) => LSC_loss 0.18, Spatial_loss 1.05, Flat_loss 0.17, Train_acc 96.86, Test_acc 62.13
2022-05-24 22:38:32,738 [podnet.py] => Task 2, Epoch 108/160 (LR 0.02388) => LSC_loss 0.18, Spatial_loss 1.05, Flat_loss 0.17, Train_acc 96.59, Test_acc 61.43
2022-05-24 22:38:38,733 [podnet.py] => Task 2, Epoch 109/160 (LR 0.02304) => LSC_loss 0.17, Spatial_loss 1.01, Flat_loss 0.16, Train_acc 97.21, Test_acc 61.33
2022-05-24 22:38:44,797 [podnet.py] => Task 2, Epoch 110/160 (LR 0.02222) => LSC_loss 0.17, Spatial_loss 1.01, Flat_loss 0.16, Train_acc 96.81, Test_acc 62.20
2022-05-24 22:38:50,759 [podnet.py] => Task 2, Epoch 111/160 (LR 0.02141) => LSC_loss 0.16, Spatial_loss 1.01, Flat_loss 0.16, Train_acc 97.27, Test_acc 63.27
2022-05-24 22:38:56,424 [podnet.py] => Task 2, Epoch 112/160 (LR 0.02061) => LSC_loss 0.16, Spatial_loss 0.99, Flat_loss 0.16, Train_acc 97.41, Test_acc 63.03
2022-05-24 22:39:02,374 [podnet.py] => Task 2, Epoch 113/160 (LR 0.01982) => LSC_loss 0.16, Spatial_loss 1.01, Flat_loss 0.16, Train_acc 97.37, Test_acc 62.13
2022-05-24 22:39:08,395 [podnet.py] => Task 2, Epoch 114/160 (LR 0.01905) => LSC_loss 0.16, Spatial_loss 0.98, Flat_loss 0.16, Train_acc 97.23, Test_acc 61.33
2022-05-24 22:39:14,227 [podnet.py] => Task 2, Epoch 115/160 (LR 0.01828) => LSC_loss 0.15, Spatial_loss 0.98, Flat_loss 0.16, Train_acc 97.51, Test_acc 62.90
2022-05-24 22:39:20,784 [podnet.py] => Task 2, Epoch 116/160 (LR 0.01753) => LSC_loss 0.15, Spatial_loss 0.94, Flat_loss 0.16, Train_acc 97.91, Test_acc 63.13
2022-05-24 22:39:27,004 [podnet.py] => Task 2, Epoch 117/160 (LR 0.01679) => LSC_loss 0.15, Spatial_loss 0.96, Flat_loss 0.16, Train_acc 97.60, Test_acc 63.47
2022-05-24 22:39:32,977 [podnet.py] => Task 2, Epoch 118/160 (LR 0.01606) => LSC_loss 0.15, Spatial_loss 0.95, Flat_loss 0.16, Train_acc 97.71, Test_acc 63.33
2022-05-24 22:39:39,005 [podnet.py] => Task 2, Epoch 119/160 (LR 0.01535) => LSC_loss 0.15, Spatial_loss 0.95, Flat_loss 0.16, Train_acc 97.66, Test_acc 63.03
2022-05-24 22:39:44,674 [podnet.py] => Task 2, Epoch 120/160 (LR 0.01464) => LSC_loss 0.13, Spatial_loss 0.93, Flat_loss 0.15, Train_acc 98.46, Test_acc 64.37
2022-05-24 22:39:50,770 [podnet.py] => Task 2, Epoch 121/160 (LR 0.01396) => LSC_loss 0.14, Spatial_loss 0.91, Flat_loss 0.15, Train_acc 97.91, Test_acc 63.10
2022-05-24 22:39:56,955 [podnet.py] => Task 2, Epoch 122/160 (LR 0.01328) => LSC_loss 0.14, Spatial_loss 0.92, Flat_loss 0.15, Train_acc 97.93, Test_acc 63.23
2022-05-24 22:40:02,822 [podnet.py] => Task 2, Epoch 123/160 (LR 0.01262) => LSC_loss 0.14, Spatial_loss 0.92, Flat_loss 0.15, Train_acc 98.06, Test_acc 63.43
2022-05-24 22:40:08,940 [podnet.py] => Task 2, Epoch 124/160 (LR 0.01198) => LSC_loss 0.13, Spatial_loss 0.94, Flat_loss 0.15, Train_acc 98.21, Test_acc 63.80
2022-05-24 22:40:14,905 [podnet.py] => Task 2, Epoch 125/160 (LR 0.01135) => LSC_loss 0.14, Spatial_loss 0.91, Flat_loss 0.15, Train_acc 97.94, Test_acc 63.17
2022-05-24 22:40:20,441 [podnet.py] => Task 2, Epoch 126/160 (LR 0.01073) => LSC_loss 0.13, Spatial_loss 0.89, Flat_loss 0.15, Train_acc 98.49, Test_acc 64.30
2022-05-24 22:40:26,291 [podnet.py] => Task 2, Epoch 127/160 (LR 0.01013) => LSC_loss 0.13, Spatial_loss 0.89, Flat_loss 0.15, Train_acc 98.37, Test_acc 63.97
2022-05-24 22:40:32,316 [podnet.py] => Task 2, Epoch 128/160 (LR 0.00955) => LSC_loss 0.13, Spatial_loss 0.90, Flat_loss 0.15, Train_acc 98.47, Test_acc 63.40
2022-05-24 22:40:38,547 [podnet.py] => Task 2, Epoch 129/160 (LR 0.00898) => LSC_loss 0.13, Spatial_loss 0.89, Flat_loss 0.15, Train_acc 98.33, Test_acc 63.73
2022-05-24 22:40:45,048 [podnet.py] => Task 2, Epoch 130/160 (LR 0.00843) => LSC_loss 0.13, Spatial_loss 0.87, Flat_loss 0.15, Train_acc 98.34, Test_acc 64.23
2022-05-24 22:40:50,911 [podnet.py] => Task 2, Epoch 131/160 (LR 0.00789) => LSC_loss 0.13, Spatial_loss 0.87, Flat_loss 0.15, Train_acc 98.36, Test_acc 63.80
2022-05-24 22:40:56,909 [podnet.py] => Task 2, Epoch 132/160 (LR 0.00737) => LSC_loss 0.13, Spatial_loss 0.88, Flat_loss 0.15, Train_acc 98.43, Test_acc 64.27
2022-05-24 22:41:02,739 [podnet.py] => Task 2, Epoch 133/160 (LR 0.00686) => LSC_loss 0.13, Spatial_loss 0.87, Flat_loss 0.15, Train_acc 98.24, Test_acc 63.93
2022-05-24 22:41:08,241 [podnet.py] => Task 2, Epoch 134/160 (LR 0.00638) => LSC_loss 0.12, Spatial_loss 0.87, Flat_loss 0.15, Train_acc 98.46, Test_acc 63.63
2022-05-24 22:41:14,721 [podnet.py] => Task 2, Epoch 135/160 (LR 0.00590) => LSC_loss 0.12, Spatial_loss 0.86, Flat_loss 0.15, Train_acc 98.51, Test_acc 63.97
2022-05-24 22:41:20,453 [podnet.py] => Task 2, Epoch 136/160 (LR 0.00545) => LSC_loss 0.12, Spatial_loss 0.85, Flat_loss 0.15, Train_acc 98.66, Test_acc 64.57
2022-05-24 22:41:26,174 [podnet.py] => Task 2, Epoch 137/160 (LR 0.00501) => LSC_loss 0.11, Spatial_loss 0.86, Flat_loss 0.15, Train_acc 98.99, Test_acc 64.17
2022-05-24 22:41:32,225 [podnet.py] => Task 2, Epoch 138/160 (LR 0.00459) => LSC_loss 0.12, Spatial_loss 0.85, Flat_loss 0.14, Train_acc 98.67, Test_acc 64.13
2022-05-24 22:41:38,375 [podnet.py] => Task 2, Epoch 139/160 (LR 0.00419) => LSC_loss 0.12, Spatial_loss 0.84, Flat_loss 0.14, Train_acc 98.63, Test_acc 64.20
2022-05-24 22:41:44,246 [podnet.py] => Task 2, Epoch 140/160 (LR 0.00381) => LSC_loss 0.12, Spatial_loss 0.84, Flat_loss 0.14, Train_acc 98.77, Test_acc 64.37
2022-05-24 22:41:50,099 [podnet.py] => Task 2, Epoch 141/160 (LR 0.00344) => LSC_loss 0.12, Spatial_loss 0.84, Flat_loss 0.14, Train_acc 98.74, Test_acc 64.63
2022-05-24 22:41:55,818 [podnet.py] => Task 2, Epoch 142/160 (LR 0.00309) => LSC_loss 0.12, Spatial_loss 0.83, Flat_loss 0.14, Train_acc 98.79, Test_acc 64.33
2022-05-24 22:42:02,102 [podnet.py] => Task 2, Epoch 143/160 (LR 0.00276) => LSC_loss 0.12, Spatial_loss 0.83, Flat_loss 0.14, Train_acc 98.76, Test_acc 64.27
